t_sta_info,t_sta_spec,t_sta_ad,t_sta_dat,t_sta_age
노거목 - 풍치목,왕버들 (Salix chaenomeloides Kimura),용성면 곡란리 934-6,1982-09-20,189.0
노거목 - 풍치목,회화나무 (Sophora japonica L. (환경부)  또는 Styphnolobium japonicum (L.) Schott (산림청)),용성면 곡란리 934-6,1982-09-20,156.0
노거목 - 풍치목,느티나무 (Zelkova serrata (Thunb.) Makino),용성면 곡란리 934-6,1982-09-20,1.0
거목 - 풍치목,왕버들 (Salix chaenomeloides Kimura),"용성면 미산리 117, 118, 119, 120-1, 120-3",1982-09-20,101.0
거목 - 풍치목,느티나무 (Zelkova serrata (Thunb.) Makino),"용성면 미산리 117, 118, 119, 120-1, 120-3",1982-09-20,101.0
노거목 - 당산목,팽나무 (Celtis sinensis Pers.),남산면 사월리 521,1982-09-20,169.0
거목 - 당산목,느티나무 (Zelkova serrata (Thunb.) Makino),남산면 하대리 125,1982-09-20,199.0
노거목 - 당산목,회화나무 (Sophora japonica L. (환경부)  또는 Styphnolobium japonicum (L.) Schott (산림청)),남산면 송내리 90-1,1982-09-20,199.0
노거목 - 당산목,회화나무 (Sophora japonica L. (환경부)  또는 Styphnolobium japonicum (L.) Schott (산림청)),압량면 의송리 27,1982-09-20,139.0
거목 - 풍치목,왕버들 (Salix chaenomeloides Kimura),중방동 445-1,1982-09-20,189.0
거목 - 풍치목,왕버들 (Salix chaenomeloides Kimura),중방동 445-1,1982-09-20,184.0
노거목 - 당산목,팽나무 (Celtis sinensis Pers.),압량면 백안리 213-1,2005-05-15,621.0
거목 - 풍치목,왕버들 (Salix chaenomeloides Kimura),중방동 322-1,2018-02-01,153.0
노거목 - 정자목,느티나무 (Zelkova serrata (Thunb.) Makino),의성읍 오로리 74,1982-09-23,339.0
노거목 - 정자목,느티나무 (Zelkova serrata (Thunb.) Makino),의성읍 철파리 397,1982-09-23,339.0
노거목 - 정자목,회화나무 (Sophora japonica L. (환경부)  또는 Styphnolobium japonicum (L.) Schott (산림청)),의성읍 업리 49,1982-09-23,339.0
노거목 - 풍치목,회화나무 (Sophora japonica L. (환경부)  또는 Styphnolobium japonicum (L.) Schott (산림청)),의성읍 중리 171,1982-09-23,239.0
노거목 - 정자목,느티나무 (Zelkova serrata (Thunb.) Makino),의성읍 업2리 244,1982-09-23,159.0
노거목 - 정자목,느티나무 (Zelkova serrata (Thunb.) Makino),의성읍 치선1리 699,1982-09-23,289.0
희귀목 - 당산목,향나무 (Juniperus chinensis L.),의성읍 용연리 산70,2008-02-14,363.0
노거목 - 정자목,회화나무 (Sophora japonica L. (환경부)  또는 Styphnolobium japonicum (L.) Schott (산림청)),의성읍 후죽리 608-3,2009-10-15,212.0
노거목 - 정자목,느티나무 (Zelkova serrata (Thunb.) Makino),단촌면 세촌리 108,1982-09-23,569.0
노거목 - 풍치목,왕버들 (Salix chaenomeloides Kimura),단촌면 관덕리 1198-45,1982-09-23,339.0
노거목 - 풍치목,왕버들 (Salix chaenomeloides Kimura),단촌면 관덕리 636,1982-09-23,339.0
노거목 - 정자목,느티나무 (Zelkova serrata (Thunb.) Makino),단촌면 관덕리 926,1982-09-23,339.0
노거목 - 정자목,느티나무 (Zelkova serrata (Thunb.) Makino),단촌면 방하리 547,1982-09-23,569.0
노거목 - 정자목,왕버들 (Salix chaenomeloides Kimura),단촌면 하화리 1230-3,1982-09-23,239.0
노거목 - 정자목,왕버들 (Salix chaenomeloides Kimura),단촌면 병방리 840-2,1982-09-23,559.0
노거목 - 정자목,왕버들 (Salix chaenomeloides Kimura),단촌면 장림리 391,1982-09-23,159.0
노거목 - 당산목,느티나무 (Zelkova serrata (Thunb.) Makino),단촌면 상화리 772,2009-10-15,312.0
노거목 - 정자목,회화나무 (Sophora japonica L. (환경부)  또는 Styphnolobium japonicum (L.) Schott (산림청)),점곡면 명고리 875,1982-09-23,389.0
노거목 - 정자목,회화나무 (Sophora japonica L. (환경부)  또는 Styphnolobium japonicum (L.) Schott (산림청)),점곡면 윤암리 555,1982-09-23,329.0
노거목 - 당산목,느티나무 (Zelkova serrata (Thunb.) Makino),점곡면 사촌리 605-4,1996-07-23,275.0
노거목 - 당산목,향나무 (Juniperus chinensis L.),점곡면 송내리 714,2001-12-22,260.0
노거목 - 당산목,왕버들 (Salix chaenomeloides Kimura),점곡면 윤암리 573,2006-12-11,415.0
노거목 - 풍치목,밤나무 (Castanea crenata Siebold & Zucc.),점곡면 윤암리 산158,2020-07-06,300.0
노거목 - 당산목,졸참나무 (Quercus serrata Thunb. Ex Murray),옥산면 구성1리 산33-2,1982-09-23,439.0
노목 - 당산목,느티나무 (Zelkova serrata (Thunb.) Makino),사곡면 공정리 1224,1996-07-23,375.0
노거목 - 정자목,왕버들 (Salix chaenomeloides Kimura),사곡면 오상2리 658-27,1982-09-23,239.0
노거목 - 정자목,느티나무 (Zelkova serrata (Thunb.) Makino),사곡면 양지리 1346,1982-09-23,139.0
노거목 - 정자목,느티나무 (Zelkova serrata (Thunb.) Makino),사곡면 공정3리 산164,1982-09-23,319.0
노거목 - 당산목,느티나무 (Zelkova serrata (Thunb.) Makino),사곡면 신리 187-1,1997-06-09,224.0
노거목 - 정자목,느티나무 (Zelkova serrata (Thunb.) Makino),사곡면 작승리 475,1982-09-23,189.0
노목 - 당산목,왕버들 (Salix chaenomeloides Kimura),사곡면 토현리 1249,2009-02-18,412.0
노목 - 당산목,왕버들 (Salix chaenomeloides Kimura),사곡면 토현리 1249,2009-02-18,412.0
노거목 - 당산목,회화나무 (Sophora japonica L. (환경부)  또는 Styphnolobium japonicum (L.) Schott (산림청)),가음면 가산리 724,1982-09-23,529.0
노거목 - 당산목,회화나무 (Sophora japonica L. (환경부)  또는 Styphnolobium japonicum (L.) Schott (산림청)),가음면 장2리 산95,1982-09-23,239.0
노거목 - 당산목,느티나무 (Zelkova serrata (Thunb.) Makino),가음면 장2리 산95,1982-09-23,289.0
노거목 - 정자목,회화나무 (Sophora japonica L. (환경부)  또는 Styphnolobium japonicum (L.) Schott (산림청)),가음면 양지리 339,1982-09-23,189.0
노거목 - 당산목,느티나무 (Zelkova serrata (Thunb.) Makino),금성면 초전2리 29-2,1982-09-23,539.0
노거목 - 정자목,은행나무 (Ginkgo biloba L.),금성면 구련1리 441,1982-09-23,409.0
노거목 - 당산목,회화나무 (Sophora japonica L. (환경부)  또는 Styphnolobium japonicum (L.) Schott (산림청)),"금성면 청로1리 741-1,741-2",1982-09-23,339.0
노거목 - 정자목,회화나무 (Sophora japonica L. (환경부)  또는 Styphnolobium japonicum (L.) Schott (산림청)),금성면 산운1리 326,1982-09-23,389.0
노거목 - 당산목,회화나무 (Sophora japonica L. (환경부)  또는 Styphnolobium japonicum (L.) Schott (산림청)),금성면 학미3리 429,1982-09-23,289.0
노거목 - 정자목,팽나무 (Celtis sinensis Pers.),금성면 초전1리 570-1,1982-09-23,239.0
노거목 - 정자목,느티나무 (Zelkova serrata (Thunb.) Makino),금성면 제오1리 1016,1982-09-23,159.0
노거목 - 당산목,팽나무 (Celtis sinensis Pers.),금성면 수정리 723-1,2004-09-30,367.0
노거목 - 당산목,회화나무 (Sophora japonica L. (환경부)  또는 Styphnolobium japonicum (L.) Schott (산림청)),금성면 수정리 723-1,2004-09-30,367.0
노거목 - 정자목,느티나무 (Zelkova serrata (Thunb.) Makino),봉양면 길천2리 689-1,1982-09-23,389.0
노거목 - 정자목,느티나무 (Zelkova serrata (Thunb.) Makino),봉양면 구산리 1317,1982-09-23,239.0
노목 - 당산목,느티나무 (Zelkova serrata (Thunb.) Makino),봉양면 도원2리 산49,1982-09-23,239.0
노거목 - 정자목,떡버들 (Salix hallaisanensis H.Lév.),봉양면 문흥1리 985-2,1982-09-23,289.0
노거목 - 당산목,느티나무 (Zelkova serrata (Thunb.) Makino),봉양면 분토리 산51,1982-09-23,289.0
노목 - 정자목,느티나무 (Zelkova serrata (Thunb.) Makino),봉양면 풍2리 1260-2,1982-09-23,189.0
노거목 - 정자목,느티나무 (Zelkova serrata (Thunb.) Makino),봉양면 구산2리 1428-24,1982-09-23,189.0
노거목 - 호안목,느티나무 (Zelkova serrata (Thunb.) Makino),비안면 동부리 하천 414,1996-07-23,425.0
노거목 - 당산목,느티나무 (Zelkova serrata (Thunb.) Makino),비안면 화신리 산129,2001-12-22,520.0
노목 - 당산목,향나무 (Juniperus chinensis L.),비안면 서부2리 782-9,2008-02-14,213.0
노거목 - 당산목,느티나무 (Zelkova serrata (Thunb.) Makino),구천면 용사리 592,1982-09-23,539.0
노거목 - 당산목,팽나무 (Celtis sinensis Pers.),구천면 모흥리 82,2007-04-23,614.0
노목 - 당산목,팽나무 (Celtis sinensis Pers.),단밀면 생송2리 826,1982-09-23,339.0
노거목 - 당산목,느티나무 (Zelkova serrata (Thunb.) Makino),단밀면 위중리 504,1982-09-23,339.0
노거목 - 당산목,느티나무 (Zelkova serrata (Thunb.) Makino),단밀면 속암리 60,1982-09-23,339.0
노목 - 당산목,느티나무 (Zelkova serrata (Thunb.) Makino),단밀면 생송3리 1640,1982-09-23,139.0
노목 - 당산목,왕버들 (Salix chaenomeloides Kimura),단밀면 생송3리 1640,1982-09-23,239.0
노거목 - 당산목,느티나무 (Zelkova serrata (Thunb.) Makino),안계면 도덕2리 791-4,1996-07-23,215.0
노거목 - 정자목,느티나무 (Zelkova serrata (Thunb.) Makino),안계면 도덕2리 832-13,1996-07-23,225.0
노목 - 당산목,소나무 (Pinus densiflora Siebold & Zucc.),안계면 양곡리 산5,2000-02-17,371.0
노거목 - 정자목,회화나무 (Sophora japonica L. (환경부)  또는 Styphnolobium japonicum (L.) Schott (산림청)),다인면 평림2리 543-4,1982-09-23,789.0
노거목 - 당산목,회화나무 (Sophora japonica L. (환경부)  또는 Styphnolobium japonicum (L.) Schott (산림청)),다인면 평림2리 543-4,1982-09-23,249.0
노거목 - 당산목,졸참나무 (Quercus serrata Thunb. Ex Murray),다인면 평림2리 543-4,1982-09-23,139.0
노목 - 당산목,느티나무 (Zelkova serrata (Thunb.) Makino),다인면 봉정리 564,1982-09-23,359.0
노목 - 당산목,느티나무 (Zelkova serrata (Thunb.) Makino),다인면 봉정리 564,1982-09-23,399.0
노거목 - 정자목,팽나무 (Celtis sinensis Pers.),다인면 삼분3리 385,1982-09-23,249.0
노거목 - 정자목,왕버들 (Salix chaenomeloides Kimura),다인면 달제2리 1572-5,1982-09-23,299.0
노거목 - 당산목,느티나무 (Zelkova serrata (Thunb.) Makino),신평면 중율리 584-1,1982-09-23,189.0
노거목 - 정자목,느티나무 (Zelkova serrata (Thunb.) Makino),신평면 교안리 533,2009-10-15,512.0
노거목 - 당산목,느티나무 (Zelkova serrata (Thunb.) Makino),안평면 석탑2리 330,1982-09-23,369.0
노거목 - 정자목,느티나무 (Zelkova serrata (Thunb.) Makino),안평면 석탑2리 746,1982-09-23,369.0
노거목 - 정자목,느티나무 (Zelkova serrata (Thunb.) Makino),안평면 신월리 728-1,1982-09-23,339.0
노거목 - 정자목,느티나무 (Zelkova serrata (Thunb.) Makino),안평면 신안리 1627,1982-09-23,239.0
노거목 - 정자목,왕버들 (Salix chaenomeloides Kimura),안평면 대사1리 295-3,1982-09-23,169.0
노거목 - 정자목,느티나무 (Zelkova serrata (Thunb.) Makino),안평면 금곡2리 1046-1,1982-09-23,139.0
노거목 - 정자목,느티나무 (Zelkova serrata (Thunb.) Makino),안평면 금곡1리 1148,1982-09-23,239.0
노거목 - 정자목,느티나무 (Zelkova serrata (Thunb.) Makino),안평면 금곡1리 1142,1982-09-23,399.0
노거목 - 당산목,회화나무 (Sophora japonica L. (환경부)  또는 Styphnolobium japonicum (L.) Schott (산림청)),안평면 마전리 711-5,1982-09-23,399.0
노목 - 당산목,향나무 (Juniperus chinensis L.),안사면 안사리 산152,1982-09-23,289.0
노거목 - 정자목,팽나무 (Celtis sinensis Pers.),안사면 쌍호리 384-1,1982-09-23,289.0
노목 - 정자목,느티나무 (Zelkova serrata (Thunb.) Makino),부동면 신점리 738-2,1981-07-03,690.0
노거목 - 정자목,느티나무 (Zelkova serrata (Thunb.) Makino),부남면 양숙리 1033,1981-07-03,590.0
노거목 - 정자목,느티나무 (Zelkova serrata (Thunb.) Makino),파천면 관리 933-35,1981-07-03,640.0
노목 - 정자목,느티나무 (Zelkova serrata (Thunb.) Makino),청송읍 교리 100-2,1981-07-03,490.0
희귀목 - 당산목,말채나무 (Cornus walteri Wangerin),청송읍 거대리 473-1,1981-07-03,390.0
노거목 - 정자목,느티나무 (Zelkova serrata (Thunb.) Makino),청송읍 거대리 457,1981-07-03,390.0
노거목 - 당산목,느티나무 (Zelkova serrata (Thunb.) Makino),현동면 도평리 882,1981-07-03,440.0
노거목 - 정자목,말채나무 (Cornus walteri Wangerin),현동면 개일리 859,1981-07-03,390.0
노거목 - 당산목,음나무 (Kalopanax septemlobus (Thunb.) Koidz.),안덕면 명당리 135-1,1981-07-03,390.0
노거목 - 당산목,느티나무 (Zelkova serrata (Thunb.) Makino),파천면 황목리 100,1981-07-03,640.0
노목 - 기형목,버드나무 (Salix koreensis Andersson),안덕면 감은리 509-1,1992-10-01,519.0
노거목 - 당산목,느티나무 (Zelkova serrata (Thunb.) Makino),진보면 추현리 556,1994-07-04,477.0
노거목 - 정자목,향나무 (Juniperus chinensis L.),청송읍 월막리 64-6,1981-07-03,290.0
거목 - 정자목,소나무 (Pinus densiflora Siebold & Zucc.),주왕산면 라리 산43-2,1981-07-03,240.0
희귀목 - 당산목,느티나무 (Zelkova serrata (Thunb.) Makino),부남면 대전리 134,1981-07-03,240.0
희귀목 - 당나무,느티나무 (Zelkova serrata (Thunb.) Makino),부남면 구천리 238,1981-07-03,240.0
희귀목 - 정자목,향나무 (Juniperus chinensis L.),현동면 거성리 638-5,1981-07-03,240.0
희귀목 - 당산목,느티나무 (Zelkova serrata (Thunb.) Makino),현동면 인지리 227-1,1981-07-03,340.0
거목 - 정자목,느티나무 (Zelkova serrata (Thunb.) Makino),안덕면 신성리 662,1981-07-03,240.0
거목 - 정자목,느티나무 (Zelkova serrata (Thunb.) Makino),안덕면 고와리 35,1981-07-03,240.0
거목 - 정자목,비술나무 (Ulmus pumila L.),진보면 월전리 13-1,1981-07-03,290.0
거목 - 정자목,느티나무 (Zelkova serrata (Thunb.) Makino),진보면 신촌리 236-1,1981-07-03,240.0
거목 - 정자목,느티나무 (Zelkova serrata (Thunb.) Makino),청송읍 월막리 484-1,1981-07-03,240.0
노거목 - 정자목,느티나무 (Zelkova serrata (Thunb.) Makino),주왕산면 상평리 196-1,1981-07-03,290.0
노거목 - 정자목,느티나무 (Zelkova serrata (Thunb.) Makino),부남면 감연리 362-2,1981-07-03,190.0
희귀목 - 정자목,느티나무 (Zelkova serrata (Thunb.) Makino),현동면 월매리 837,1981-07-03,290.0
거목 - 정자목,느티나무 (Zelkova serrata (Thunb.) Makino),안덕면 덕성리 543,1981-07-03,290.0
노거목 - 당산목,느티나무 (Zelkova serrata (Thunb.) Makino),현서면 월정리 233-2,1981-07-03,290.0
노거목 - 정자목,느티나무 (Zelkova serrata (Thunb.) Makino),현서면 도리 109,1981-07-03,240.0
거목 - 정자목,느티나무 (Zelkova serrata (Thunb.) Makino),파천면 중평리 산14,1981-07-03,290.0
희귀목 - 당산목,느티나무 (Zelkova serrata (Thunb.) Makino),진보면 부곡리 526,1981-07-03,190.0
노거목 - 풍치목,소나무 (Pinus densiflora Siebold & Zucc.),청송읍 부곡리 산1,1999-04-07,322.0
노거목 - 당산목,비술나무 (Ulmus pumila L.),청송읍 송생리 146-5,1999-04-07,372.0
희귀목 - 풍치목,소나무 (Pinus densiflora Siebold & Zucc.),부동면 라리 산89,1999-04-07,222.0
노거목 - 당산목,떡버들 (Salix hallaisanensis H.Le'v.),안덕면 신성리 595-3,1999-04-07,322.0
노목 - 당산목,느티나무 (Zelkova serrata (Thunb.) Makino),청송읍 월외리 526,2001-06-11,370.0
노목 - 정자목,느티나무 (Zelkova serrata (Thunb.) Makino),부남면 화장리 520-7,2001-06-11,420.0
거목 - 정자목,소태나무 (Picrasma quassioides (D.Don) Benn.),부남면 하속리 266,2001-06-11,320.0
노거목 - 풍치목,비술나무 (Ulmus pumila L.),진보면 월전리 367,2001-06-11,290.0
노거목 - 당산목,느티나무 (Zelkova serrata (Thunb.) Makino),현서면 백자리 674,2002-10-24,369.0
노거목 - 당산목,느티나무 (Zelkova serrata (Thunb.) Makino),진보면 세장리 산50,2002-10-24,319.0
노거목 - 당산목,느티나무 (Zelkova serrata (Thunb.) Makino),주왕산면 내룡리 95,2003-07-14,368.0
희귀목 - 당산목,느티나무 (Zelkova serrata (Thunb.) Makino),주왕산면 라리 583-1,2003-07-14,468.0
거목 - 당산목,상수리나무 (Quercus acutissima Carruth.),부남면 화장리 산77,2003-07-14,268.0
거목 - 정자목,상수리나무 (Quercus acutissima Carruth.),안덕면 신성리 180,2003-07-14,268.0
노목 - 당산목,느티나무 (Zelkova serrata (Thunb.) Makino),현서면 도리 656,2003-07-14,518.0
노목 - 당산목,느티나무 (Zelkova serrata (Thunb.) Makino),현서면 두현리 930-1,2003-07-14,368.0
희귀목 - 희귀목,소나무 (Pinus densiflora Siebold & Zucc.),주왕산면 내룡리 112-4,2010-06-16,111.0
노목 - 풍치목,돌배나무 (Pyrus pyrifolia (Burm.f.) Nakai),부남면 중기리 산69,2010-06-16,161.0
노목 - 풍치목,소나무 (Pinus densiflora Siebold & Zucc.),진보면 기곡리 238,2010-06-16,311.0
노목 - 풍치목,돌배나무 (Pyrus pyrifolia (Burm.f.) Nakai),부남면 중기리 991-11,2010-06-16,161.0
노목 - 풍치목,소나무 (Pinus densiflora Siebold & Zucc.),파천면 신기리 459,2010-06-16,261.0
노목 - 풍치목,소나무 (Pinus densiflora Siebold & Zucc.),부남면 중기리 335,2010-06-16,311.0
노목 - 풍치목,물푸레나무 (Fraxinus rhynchophylla Hance),진보면 괴정리 14,2010-06-16,261.0
노목 - 보목,말채나무 (Cornus walteri Wangerin),안덕면 명당리 426-2,2011-01-06,410.0
거목 - 당산목,느티나무 (Zelkova serrata (Thunb.) Makino),진보면 기곡리 524,2011-01-06,410.0
노목 - 풍치목,소나무 (Pinus densiflora Siebold & Zucc.),진보면 합강리 24,2013-07-11,208.0
노목 - 호안목,왕버들 (Salix chaenomeloides Kimura),청송읍 월막리 484-1,2013-07-11,308.0
노목 - 당산목,졸참나무 (Quercus serrata Thunb. Ex Murray),주왕산면 신점리 100,2013-07-11,358.0
노목 - 풍치목,돌배나무 (Pyrus pyrifolia (Burm.f.) Nakai),부남면 화장리 1030-1,2013-07-11,308.0
노목 - 호안목,왕버들 (Salix chaenomeloides Kimura),현서면 덕계리 284-4,2013-07-11,308.0
노목 - 풍치목,비술나무 (Ulmus pumila L.),부동면 하의리 714,2013-10-13,208.0
노목 - 풍치목,시무나무 (Hemiptelea davidii (Hance) Planch.),부남면 대전리 산109-13,2013-10-13,108.0
노목 - 풍치목,시무나무 (Hemiptelea davidii (Hance) Planch.),부남면 대전리 산 110,2013-10-13,108.0
노거목 - 당산목,느티나무 (Zelkova serrata (Thunb.) Makino),청송읍 부곡리 490-1,2019-04-12,422.0
노목 - 당산목,느티나무 (Zelkova serrata (Thunb.) Makino),영양읍 현리 384-12,1982-11-10,439.0
노목 - 당산목,느티나무 (Zelkova serrata (Thunb.) Makino),영양읍 상원리 928,1982-11-10,389.0
노목 - 정자목,은행나무 (Ginkgo biloba L.),입암면 연당리 394-2,1982-11-10,439.0
노목 - 당산목,느티나무 (Zelkova serrata (Thunb.) Makino),일월면 도계리 728-3,1982-11-10,389.0
노목 - 당산목,느티나무 (Zelkova serrata (Thunb.) Makino),일월면 곡강리 184,1982-11-10,239.0
노목 - 풍치목,모감주나무 (Koelreuteria paniculata Laxm.),영양읍 현리 산116-6,1990-08-10,79.0
노목 - 당산목,느티나무 (Zelkova serrata (Thunb.) Makino),영양읍 하원리 351,1982-11-10,319.0
노목 - 당산목,느티나무 (Zelkova serrata (Thunb.) Makino),영양읍 하원리 347-2,1982-11-10,289.0
노목 - 정자목,느티나무 (Zelkova serrata (Thunb.) Makino),입암면 노달리 335,1982-11-10,269.0
노목 - 당산목,음나무 (Kalopanax septemlobus (Thunb.) Koidz.),청기면 토구리 229-3,1982-11-10,289.0
노목 - 정자목,느티나무 (Zelkova serrata (Thunb.) Makino),일월면 주곡리 261-1,1982-11-10,289.0
노목 - 당산목,느티나무 (Zelkova serrata (Thunb.) Makino),수비면 발리 531,1982-11-10,289.0
노목 - 당산목,돌배나무 (Pyrus pyrifolia (Burm.f.) Nakai),수비면 오기리 산198-2,1982-11-10,239.0
노목 - 당산목,느티나무 (Zelkova serrata (Thunb.) Makino),수비면 신원리 331-1,1982-11-10,239.0
노목 - 당산목,느티나무 (Zelkova serrata (Thunb.) Makino),석보면 택전리 1112,1982-11-10,289.0
노목 - 당산목,느티나무 (Zelkova serrata (Thunb.) Makino),석보면 화매리 549-3,1982-11-10,289.0
노목 - 당산목,소나무 (Pinus densiflora Siebold & Zucc.),일월면 용화리 585,1993-07-07,289.0
노목 - 당산목,느티나무 (Zelkova serrata (Thunb.) Makino),영양읍 삼지리 418,1982-11-10,189.0
노목 - 당산목,느티나무 (Zelkova serrata (Thunb.) Makino),영양읍 상원리 733-2,1982-11-10,219.0
노목 - 당산목,왕버들 (Salix chaenomeloides kimura),영양읍 대천리 1176,1982-11-10,189.0
노목 - 정자목,느티나무 (Zelkova serrata (Thunb.) Makino),입암면 금학리 1200,1982-11-10,189.0
노목 - 당산목,느티나무 (Zelkova serrata (Thunb.) Makino),입암면 대천리 산32,1982-11-10,189.0
노목 - 당산목,느티나무 (Zelkova serrata (Thunb.) Makino),입암면 방전리 418-2,1982-11-10,239.0
노목 - 정자목,느티나무 (Zelkova serrata (Thunb.) Makino),청기면 상청리 267,1982-11-10,219.0
노목 - 당산목,느티나무 (Zelkova serrata (Thunb.) Makino),청기면 구매리 산144,1982-11-10,229.0
노목 - 당산목,느티나무 (Zelkova serrata (Thunb.) Makino),청기면 구매리 1390,1982-11-10,229.0
노목 - 당산목,느티나무 (Zelkova serrata (Thunb.) Makino),청기면 정족리 1158,1982-11-10,189.0
노목 - 당산목,느티나무 (Zelkova serrata (Thunb.) Makino),청기면 정족리 113-4,1982-11-10,219.0
노목 - 당산목,느티나무 (Zelkova serrata (Thunb.) Makino),청기면 무진리 136,1982-11-10,189.0
노목 - 당산목,느티나무 (Zelkova serrata (Thunb.) Makino),청기면 행화리 237-4,1982-11-10,189.0
노목 - 당산목,졸참나무 (Quercus serrata Thunb. Ex Murray),일월면 오리 112-1,1982-11-10,289.0
노목 - 당산목,졸참나무 (Quercus serrata Thunb. Ex Murray),수비면 오기리 산104,1982-11-10,239.0
노목 - 당산목,느티나무 (Zelkova serrata (Thunb.) Makino),석보면 홍계리 175,1982-11-10,189.0
노목 - 정자목,눈향나무 (Juniperus chinensis var. sargentii A.Henry),청기면 청기리 779-2,1987-03-26,339.0
노목 - 정자목,눈향나무 (Juniperus chinensis var. sargentii A.Henry),석보면 원리 320,1987-03-26,239.0
노목 - 풍치목,소나무 (Pinus densiflora Siebold & Zucc.),수비면 수하리 산57,1993-10-15,289.0
노목 - 풍치목,느티나무 (Zelkova serrata (Thunb.) Makino),영양읍 서부리 379-1,1997-12-06,239.0
노목 - 풍치목,느티나무 (Zelkova serrata (Thunb.) Makino),영양읍 기산리 458,1997-11-03,289.0
노목 - 풍치목,소나무 (Pinus densiflora Siebold & Zucc.),청기면 정족리 86,1997-11-03,289.0
노목 - 당산목,이팝나무 (Chionanthus retusus Lindl. & Paxton),청기면 정족리 66-3,1997-11-03,239.0
노목 - 풍치목,소나무 (Pinus densiflora Siebold & Zucc.),입암면 흥구리 산37,2000-03-27,321.0
노목 - 당산목,돌배나무 (Pyrus pyrifolia (Burm.f.) Nakai),입암면 양항리 235,2002-05-29,139.0
노목 - 당산목,신갈나무 (Quercus mongolica Fisch. ex Ledeb.),석보면 지경리 205-2,2002-05-29,169.0
노목 - 당산목,느티나무 (Zelkova serrata (Thunb.) Makino),입암면 연당리 348,,267.0
노목 - 노   목,회화나무 (Sophora japonica L. (환경부)  또는 Styphnolobium japonicum (L.) Schott (산림청)),입암면 신구리 490,,167.0
노목 - 정자목,회화나무 (Sophora japonica L. (환경부)  또는 Styphnolobium japonicum (L.) Schott (산림청)),영양읍 삼지리 315-1,,315.0
노목 - 풍치목,향나무 (Juniperus chinensis L.),일월면 도계리 607,,375.0
노목 - 정자목,소나무 (Pinus densiflora Siebold & Zucc.),영양읍 감천리 산40,,362.0
노목 - 정자목,회화나무 (Sophora japonica L. (환경부)  또는 Styphnolobium japonicum (L.) Schott (산림청)),영양읍 감천리 744-5,,342.0
노목 - 정자목,소나무 (Pinus densiflora Siebold & Zucc.),일월면 주곡리 산50,,312.0
노목 - 정자목,느티나무 (Zelkova serrata (Thunb.) Makino),청기면 구매리41 외 2필지,,301.0
노목 - 당산목,회화나무 (Sophora japonica L. (환경부)  또는 Styphnolobium japonicum (L.) Schott (산림청)),남정면 구계리 207,1982-10-29,949.0
노목 - 당산목,느티나무 (Zelkova serrata (Thunb.) Makino),지품면 신안리 82,1982-10-29,539.0
거목 - 당산목,느티나무 (Zelkova serrata (Thunb.) Makino),축산면 축산리 584,1982-10-29,539.0
희귀목 - 호안목,향나무 (Juniperus chinensis L.),축산면 경정리 647,1982-10-29,539.0
노목 - 당산목,느티나무 (Zelkova serrata (Thunb.) Makino),창수면 신리리 339,1982-10-29,649.0
노목 - 당산목,소나무 (Pinus densiflora Siebold & Zucc.),영덕읍 남산리 27,1982-10-29,389.0
노목 - 당산목,느티나무 (Zelkova serrata (Thunb.) Makino),강구면 화전리 517,1982-10-29,339.0
노목 - 당산목,느티나무 (Zelkova serrata (Thunb.) Makino),강구면 화전리 572-1,1982-10-29,439.0
노목 - 풍치목,느티나무 (Zelkova serrata (Thunb.) Makino),남정면 부경리 345,1982-10-29,339.0
희귀목 - 당산목,소태나무 (Picrasma quassioides (D.Don) Benn.),달산면 용전리 199,1982-10-29,439.0
노목 - 당산목,느티나무 (Zelkova serrata (Thunb.) Makino),지품면 눌곡리 586,1982-10-29,389.0
노목 - 당산목,느티나무 (Zelkova serrata (Thunb.) Makino),지품면 도계리 497,1982-10-29,389.0
노목 - 당산목,느티나무 (Zelkova serrata (Thunb.) Makino),지품면 신양리 62,1982-10-29,339.0
노목 - 당산목,느티나무 (Zelkova serrata (Thunb.) Makino),지품면 오천리 207-3,1982-10-29,339.0
노목 - 당산목,느티나무 (Zelkova serrata (Thunb.) Makino),축산면 부곡리 20,1982-10-29,389.0
노목 - 당산목,느티나무 (Zelkova serrata (Thunb.) Makino),축산면 경정리 405,1982-10-29,389.0
노목 - 당산목,느티나무 (Zelkova serrata (Thunb.) Makino),영해면 성내리 326-2,1982-10-29,489.0
노목 - 당산목,느티나무 (Zelkova serrata (Thunb.) Makino),영해면 성내리 677,1982-10-29,399.0
노목 - 당산목,팽나무 (Celtis sinensis Pers.),영해면 괴시리 549-2,1982-10-29,439.0
노목 - 당산목,느티나무 (Zelkova serrata (Thunb.) Makino),영해면 원구리 851,1982-10-29,389.0
노목 - 풍치목,소나무 (Pinus densiflora Siebold & Zucc.),영해면 괴시리 115,1996-09-09,425.0
노목 - 당산목,팽나무 (Celtis sinensis Pers.),병곡면 송천리 219,1982-10-29,389.0
노목 - 당산목,느티나무 (Zelkova serrata (Thunb.) Makino),창수면 창수리 453-1,1982-10-29,479.0
노목 - 당산목,느티나무 (Zelkova serrata (Thunb.) Makino),창수면 삼계리 569-1,1982-10-29,369.0
노목 - 당산목,은행나무 (Ginkgo biloba L.),창수면 인량리 459-1,1982-10-29,499.0
